filename,width,height,class,xmin,ymin,xmax,ymax
0001849,800.0,600.0,16,144.0,259.0,174.0,296.0
0001849,800.0,600.0,14,166.0,57.0,178.0,73.0
0001851,800.0,600.0,34,277.0,122.0,341.0,224.0
0001851,800.0,600.0,8,143.0,327.0,171.0,360.0
0001851,800.0,600.0,8,201.0,355.0,230.0,380.0
0001851,800.0,600.0,8,402.0,531.0,425.0,566.0
0001851,800.0,600.0,8,380.0,70.0,413.0,99.0
0001854,800.0,600.0,35,233.0,129.0,282.0,175.0
0001859,800.0,600.0,35,226.0,3.0,286.0,33.0
0001859,800.0,600.0,13,176.0,96.0,232.0,152.0
0001859,800.0,600.0,16,179.0,234.0,228.0,281.0
0001861,800.0,600.0,32,159.0,27.0,183.0,67.0
0001861,800.0,600.0,14,84.0,250.0,96.0,265.0
0001861,800.0,600.0,8,143.0,211.0,164.0,241.0
0001861,800.0,600.0,8,162.0,415.0,181.0,447.0
0001861,800.0,600.0,32,275.0,529.0,319.0,570.0
0001861,800.0,600.0,32,394.0,440.0,448.0,478.0
0001861,800.0,600.0,32,336.0,276.0,400.0,309.0
0001861,800.0,600.0,32,328.0,250.0,381.0,277.0
0001861,800.0,600.0,32,323.0,183.0,368.0,224.0
0001861,800.0,600.0,32,414.0,284.0,444.0,339.0
0001861,800.0,600.0,32,315.0,128.0,367.0,175.0
0001861,800.0,600.0,32,341.0,155.0,397.0,196.0
0001861,800.0,600.0,32,397.0,158.0,445.0,192.0
0001861,800.0,600.0,32,406.0,192.0,466.0,231.0
0001861,800.0,600.0,32,383.0,121.0,438.0,162.0
0001861,800.0,600.0,32,308.0,62.0,339.0,109.0
0001861,800.0,600.0,32,309.0,21.0,358.0,51.0
0001861,800.0,600.0,32,342.0,4.0,391.0,38.0
0001861,800.0,600.0,32,296.0,2.0,339.0,29.0
0001861,800.0,600.0,32,245.0,2.0,283.0,20.0
0001861,800.0,600.0,32,404.0,10.0,435.0,54.0
0001861,800.0,600.0,32,371.0,45.0,425.0,80.0
0001861,800.0,600.0,32,387.0,89.0,443.0,114.0
0001861,800.0,600.0,32,417.0,45.0,471.0,80.0
0001861,800.0,600.0,32,426.0,1.0,472.0,26.0
0001861,800.0,600.0,32,437.0,78.0,494.0,109.0
0001861,800.0,600.0,32,430.0,142.0,484.0,180.0
0001861,800.0,600.0,32,450.0,182.0,502.0,227.0
0001861,800.0,600.0,5,432.0,267.0,487.0,316.0
0001861,800.0,600.0,32,452.0,353.0,505.0,399.0
0001861,800.0,600.0,32,505.0,434.0,554.0,481.0
0001861,800.0,600.0,32,654.0,538.0,687.0,576.0
0001861,800.0,600.0,32,690.0,499.0,724.0,527.0
0001861,800.0,600.0,32,569.0,397.0,602.0,444.0
0001861,800.0,600.0,32,583.0,365.0,644.0,404.0
0001861,800.0,600.0,32,634.0,325.0,672.0,373.0
0001861,800.0,600.0,32,675.0,318.0,717.0,355.0
0001861,800.0,600.0,32,580.0,271.0,624.0,299.0
0001861,800.0,600.0,32,609.0,196.0,647.0,246.0
0001861,800.0,600.0,32,542.0,185.0,596.0,219.0
0001861,800.0,600.0,32,656.0,150.0,691.0,202.0
0001861,800.0,600.0,32,706.0,98.0,751.0,131.0
0001861,800.0,600.0,32,642.0,48.0,683.0,89.0
0001861,800.0,600.0,36,536.0,348.0,553.0,361.0
0001861,800.0,600.0,36,347.0,234.0,387.0,252.0
0001864,800.0,600.0,13,140.0,168.0,214.0,238.0
0001867,800.0,600.0,16,129.0,128.0,172.0,177.0
0001868,800.0,600.0,32,501.0,220.0,543.0,267.0
0001868,800.0,600.0,32,293.0,63.0,338.0,99.0
0001868,800.0,600.0,15,240.0,36.0,295.0,106.0
0001878,800.0,600.0,32,195.0,164.0,229.0,213.0
0001878,800.0,600.0,32,230.0,199.0,259.0,250.0
0001878,800.0,600.0,32,287.0,190.0,318.0,233.0
0001878,800.0,600.0,32,299.0,46.0,329.0,96.0
0001878,800.0,600.0,32,300.0,130.0,346.0,164.0
0001878,800.0,600.0,32,317.0,145.0,359.0,188.0
0001878,800.0,600.0,32,335.0,187.0,390.0,215.0
0001878,800.0,600.0,32,352.0,50.0,385.0,94.0
0001878,800.0,600.0,32,391.0,51.0,447.0,118.0
0001878,800.0,600.0,32,446.0,267.0,505.0,308.0
0001878,800.0,600.0,14,348.0,304.0,355.0,327.0
0001878,800.0,600.0,32,273.0,351.0,313.0,401.0
0001878,800.0,600.0,24,247.0,399.0,298.0,451.0
0001878,800.0,600.0,32,313.0,491.0,356.0,527.0
0001878,800.0,600.0,32,296.0,504.0,330.0,555.0
0001878,800.0,600.0,32,259.0,505.0,285.0,544.0
0001878,800.0,600.0,32,540.0,566.0,573.0,599.0
0001878,800.0,600.0,32,554.0,537.0,593.0,569.0
0001878,800.0,600.0,32,557.0,484.0,604.0,515.0
0001878,800.0,600.0,5,569.0,386.0,610.0,446.0
0001878,800.0,600.0,32,557.0,250.0,596.0,306.0
0001878,800.0,600.0,32,617.0,181.0,662.0,225.0
0001878,800.0,600.0,32,588.0,132.0,637.0,167.0
0001878,800.0,600.0,32,580.0,96.0,628.0,139.0
0001878,800.0,600.0,32,476.0,117.0,535.0,158.0
0001878,800.0,600.0,31,466.0,57.0,501.0,100.0
0001878,800.0,600.0,31,286.0,297.0,339.0,321.0
0001878,800.0,600.0,5,252.0,102.0,297.0,153.0
0001878,800.0,600.0,13,329.0,0.0,392.0,45.0
0001886,800.0,600.0,36,79.0,88.0,93.0,125.0
0001886,800.0,600.0,8,213.0,194.0,241.0,225.0
0001886,800.0,600.0,8,306.0,93.0,330.0,116.0
0001886,800.0,600.0,8,177.0,295.0,199.0,327.0
0001886,800.0,600.0,36,305.0,382.0,317.0,396.0
0001886,800.0,600.0,32,754.0,409.0,789.0,444.0
0001889,800.0,600.0,32,168.0,65.0,201.0,106.0
0001889,800.0,600.0,32,300.0,116.0,346.0,164.0
0001889,800.0,600.0,8,112.0,139.0,145.0,162.0
0001889,800.0,600.0,8,127.0,332.0,152.0,363.0
0001889,800.0,600.0,6,148.0,401.0,179.0,458.0
0001889,800.0,600.0,6,250.0,325.0,318.0,377.0
0001889,800.0,600.0,8,326.0,279.0,354.0,302.0
0001889,800.0,600.0,36,392.0,64.0,426.0,79.0
0001889,800.0,600.0,36,441.0,35.0,474.0,59.0
0001889,800.0,600.0,5,524.0,553.0,580.0,600.0
0001892,800.0,600.0,6,189.0,2.0,220.0,20.0
0001892,800.0,600.0,7,43.0,344.0,73.0,376.0
0001892,800.0,600.0,6,168.0,467.0,206.0,511.0
0001892,800.0,600.0,6,382.0,56.0,426.0,100.0
0001896,800.0,600.0,14,121.0,117.0,134.0,128.0
0001896,800.0,600.0,14,95.0,201.0,108.0,212.0
0001896,800.0,600.0,14,70.0,264.0,83.0,277.0
0001896,800.0,600.0,6,122.0,205.0,178.0,250.0
0001897,800.0,600.0,25,232.0,57.0,288.0,114.0
0001900,800.0,600.0,13,257.0,308.0,337.0,357.0
0001904,800.0,600.0,7,165.0,157.0,198.0,187.0
0001904,800.0,600.0,36,317.0,377.0,340.0,413.0
0001904,800.0,600.0,7,354.0,12.0,377.0,47.0
0001904,800.0,600.0,7,250.0,68.0,283.0,100.0
0001907,800.0,600.0,36,171.0,53.0,209.0,79.0
0001907,800.0,600.0,36,251.0,108.0,263.0,147.0
0001907,800.0,600.0,36,219.0,130.0,253.0,151.0
0001907,800.0,600.0,36,98.0,176.0,124.0,195.0
0001907,800.0,600.0,36,202.0,345.0,241.0,372.0
0001907,800.0,600.0,36,307.0,398.0,342.0,414.0
0001907,800.0,600.0,36,414.0,331.0,438.0,364.0
0001907,800.0,600.0,36,296.0,211.0,336.0,231.0
0001907,800.0,600.0,36,364.0,110.0,399.0,135.0
0001907,800.0,600.0,36,480.0,150.0,494.0,195.0
0001907,800.0,600.0,36,461.0,83.0,492.0,108.0
0001907,800.0,600.0,36,275.0,29.0,312.0,48.0
0001907,800.0,600.0,36,293.0,12.0,311.0,23.0
0001907,800.0,600.0,36,705.0,72.0,719.0,106.0
0001907,800.0,600.0,36,758.0,226.0,783.0,248.0
0001908,800.0,600.0,32,180.0,85.0,218.0,131.0
0001908,800.0,600.0,32,209.0,153.0,245.0,209.0
0001908,800.0,600.0,32,268.0,127.0,314.0,166.0
0001908,800.0,600.0,32,278.0,31.0,322.0,62.0
0001908,800.0,600.0,32,401.0,80.0,436.0,130.0
0001908,800.0,600.0,32,540.0,69.0,576.0,119.0
0001910,800.0,600.0,35,277.0,3.0,308.0,52.0
0001911,800.0,600.0,35,159.0,284.0,192.0,334.0
0001912,800.0,600.0,13,137.0,293.0,204.0,362.0
0001915,800.0,600.0,14,204.0,466.0,222.0,488.0
0001915,800.0,600.0,14,313.0,529.0,325.0,542.0
0001925,800.0,600.0,8,229.0,314.0,265.0,365.0
0001925,800.0,600.0,14,136.0,140.0,144.0,161.0
0001926,800.0,600.0,13,270.0,137.0,337.0,199.0
0001926,800.0,600.0,6,132.0,215.0,194.0,255.0
0001926,800.0,600.0,14,134.0,424.0,150.0,437.0
0001926,800.0,600.0,32,310.0,500.0,370.0,532.0
0001933,800.0,600.0,36,424.0,65.0,453.0,102.0
0001934,800.0,600.0,28,40.0,181.0,76.0,224.0
0001934,800.0,600.0,36,358.0,29.0,378.0,65.0
0001934,800.0,600.0,36,446.0,83.0,466.0,117.0
0001934,800.0,600.0,36,465.0,299.0,506.0,322.0
0001934,800.0,600.0,36,524.0,104.0,556.0,119.0
0001934,800.0,600.0,36,618.0,35.0,651.0,51.0
0001934,800.0,600.0,36,588.0,6.0,626.0,21.0
0001934,800.0,600.0,15,561.0,54.0,611.0,114.0
0001934,800.0,600.0,32,767.0,356.0,798.0,394.0
0001934,800.0,600.0,32,755.0,388.0,779.0,432.0
0001939,800.0,600.0,36,149.0,11.0,170.0,35.0
0001939,800.0,600.0,36,232.0,112.0,267.0,142.0
0001939,800.0,600.0,36,258.0,137.0,290.0,154.0
0001939,800.0,600.0,36,330.0,126.0,346.0,163.0
0001939,800.0,600.0,36,221.0,208.0,241.0,244.0
0001939,800.0,600.0,36,200.0,264.0,234.0,288.0
0001939,800.0,600.0,36,170.0,315.0,198.0,350.0
0001939,800.0,600.0,36,175.0,337.0,208.0,362.0
0001939,800.0,600.0,32,239.0,213.0,277.0,257.0
0001939,800.0,600.0,36,367.0,219.0,407.0,244.0
0001939,800.0,600.0,28,258.0,186.0,310.0,226.0
0001939,800.0,600.0,36,426.0,278.0,465.0,293.0
0001939,800.0,600.0,5,319.0,61.0,360.0,95.0
0001939,800.0,600.0,8,539.0,398.0,556.0,427.0
0001939,800.0,600.0,36,564.0,176.0,590.0,206.0
0001939,800.0,600.0,36,461.0,54.0,496.0,73.0
0001942,800.0,600.0,36,132.0,51.0,158.0,90.0
0001942,800.0,600.0,36,80.0,92.0,114.0,110.0
0001942,800.0,600.0,36,134.0,102.0,165.0,128.0
0001942,800.0,600.0,36,214.0,87.0,231.0,123.0
0001942,800.0,600.0,36,223.0,108.0,262.0,125.0
0001942,800.0,600.0,36,223.0,76.0,261.0,92.0
0001942,800.0,600.0,36,204.0,66.0,232.0,91.0
0001942,800.0,600.0,36,297.0,155.0,333.0,189.0
0001942,800.0,600.0,36,296.0,189.0,306.0,206.0
0001942,800.0,600.0,36,290.0,216.0,330.0,239.0
0001942,800.0,600.0,36,271.0,237.0,292.0,274.0
0001942,800.0,600.0,36,317.0,268.0,353.0,295.0
0001942,800.0,600.0,36,349.0,297.0,363.0,317.0
0001942,800.0,600.0,36,212.0,280.0,251.0,306.0
0001942,800.0,600.0,36,166.0,280.0,197.0,307.0
0001942,800.0,600.0,36,139.0,294.0,164.0,327.0
0001942,800.0,600.0,7,197.0,234.0,233.0,279.0
0001942,800.0,600.0,32,461.0,252.0,503.0,294.0
0001942,800.0,600.0,36,359.0,96.0,388.0,129.0
0001942,800.0,600.0,36,428.0,16.0,461.0,40.0
0001942,800.0,600.0,36,312.0,14.0,330.0,26.0
0001942,800.0,600.0,36,454.0,76.0,473.0,90.0
0001942,800.0,600.0,36,524.0,113.0,537.0,135.0
0001942,800.0,600.0,36,560.0,240.0,581.0,277.0
0001942,800.0,600.0,36,543.0,354.0,576.0,379.0
0001942,800.0,600.0,32,475.0,557.0,513.0,600.0
0001942,800.0,600.0,32,596.0,136.0,639.0,194.0
0001942,800.0,600.0,36,484.0,108.0,506.0,118.0
0001942,800.0,600.0,36,639.0,11.0,655.0,44.0
0001942,800.0,600.0,36,472.0,7.0,486.0,21.0
0001942,800.0,600.0,36,168.0,73.0,181.0,91.0
0001942,800.0,600.0,36,221.0,125.0,239.0,137.0
0001946,800.0,600.0,6,310.0,39.0,352.0,86.0
0001946,800.0,600.0,14,53.0,293.0,73.0,305.0
0001946,800.0,600.0,16,204.0,392.0,255.0,430.0
0001946,800.0,600.0,14,227.0,98.0,239.0,113.0
0001947,800.0,600.0,15,167.0,197.0,225.0,262.0
0001949,800.0,600.0,14,144.0,141.0,168.0,155.0
0001952,800.0,600.0,28,166.0,129.0,212.0,186.0
0001956,800.0,600.0,36,329.0,87.0,353.0,119.0
0001956,800.0,600.0,36,308.0,167.0,349.0,189.0
0001956,800.0,600.0,36,259.0,211.0,285.0,244.0
0001956,800.0,600.0,7,213.0,355.0,247.0,395.0
0001956,800.0,600.0,36,750.0,383.0,772.0,410.0
0001956,800.0,600.0,36,71.0,276.0,98.0,298.0
0001958,800.0,600.0,6,230.0,405.0,279.0,453.0
0001958,800.0,600.0,7,176.0,75.0,216.0,102.0
0001958,800.0,600.0,7,82.0,215.0,119.0,246.0
0001960,800.0,600.0,36,206.0,102.0,219.0,141.0
0001960,800.0,600.0,32,135.0,122.0,162.0,179.0
0001960,800.0,600.0,32,197.0,169.0,232.0,215.0
0001960,800.0,600.0,32,125.0,314.0,167.0,348.0
0001960,800.0,600.0,32,132.0,369.0,161.0,423.0
0001960,800.0,600.0,32,275.0,399.0,314.0,435.0
0001960,800.0,600.0,32,345.0,287.0,400.0,321.0
0001960,800.0,600.0,32,565.0,317.0,605.0,364.0
0001960,800.0,600.0,32,390.0,117.0,455.0,150.0
0001960,800.0,600.0,32,473.0,78.0,517.0,115.0
0001960,800.0,600.0,32,322.0,29.0,372.0,68.0
0001960,800.0,600.0,32,318.0,4.0,378.0,30.0
0001960,800.0,600.0,32,602.0,103.0,637.0,162.0
0001960,800.0,600.0,32,631.0,171.0,670.0,218.0
0001960,800.0,600.0,15,588.0,223.0,642.0,279.0
0001960,800.0,600.0,32,595.0,535.0,632.0,570.0
0001960,800.0,600.0,28,336.0,512.0,386.0,563.0
0001960,800.0,600.0,24,482.0,221.0,535.0,280.0
0001960,800.0,600.0,28,226.0,308.0,283.0,372.0
0001960,800.0,600.0,24,163.0,427.0,215.0,481.0
0001960,800.0,600.0,8,223.0,355.0,257.0,385.0
0001960,800.0,600.0,8,172.0,345.0,201.0,379.0
0001960,800.0,600.0,8,151.0,167.0,171.0,194.0
0001960,800.0,600.0,36,249.0,424.0,275.0,456.0
0001972,800.0,600.0,8,174.0,135.0,205.0,158.0
0001972,800.0,600.0,16,177.0,526.0,210.0,574.0
0001972,800.0,600.0,8,122.0,540.0,150.0,568.0
0001972,800.0,600.0,13,447.0,517.0,524.0,577.0
0001972,800.0,600.0,7,528.0,456.0,574.0,497.0
0001972,800.0,600.0,8,644.0,408.0,670.0,444.0
0001972,800.0,600.0,28,530.0,355.0,588.0,413.0
0001972,800.0,600.0,5,620.0,314.0,661.0,361.0
0001972,800.0,600.0,14,95.0,228.0,111.0,240.0
0001972,800.0,600.0,14,409.0,581.0,427.0,600.0
0001972,800.0,600.0,14,592.0,531.0,609.0,539.0
0001978,800.0,600.0,6,362.0,406.0,408.0,453.0
0001978,800.0,600.0,14,117.0,163.0,127.0,180.0
0001978,800.0,600.0,14,147.0,31.0,165.0,48.0
0001979,800.0,600.0,8,131.0,196.0,164.0,240.0
0001979,800.0,600.0,7,130.0,420.0,168.0,458.0
0001979,800.0,600.0,7,44.0,287.0,80.0,340.0
0001979,800.0,600.0,16,282.0,431.0,330.0,474.0
0001979,800.0,600.0,7,284.0,505.0,320.0,548.0
0001982,800.0,600.0,14,66.0,184.0,82.0,204.0
0001982,800.0,600.0,14,173.0,546.0,200.0,561.0
0001982,800.0,600.0,8,160.0,59.0,197.0,101.0
0001985,800.0,600.0,34,421.0,119.0,513.0,185.0
0001985,800.0,600.0,34,290.0,212.0,380.0,266.0
0001985,800.0,600.0,34,221.0,310.0,292.0,396.0
0001986,800.0,600.0,36,666.0,306.0,686.0,339.0
0001986,800.0,600.0,36,520.0,65.0,555.0,79.0
0001988,800.0,600.0,6,218.0,179.0,278.0,231.0
0001990,800.0,600.0,14,102.0,256.0,120.0,278.0
0001990,800.0,600.0,14,101.0,192.0,113.0,208.0
0001997,800.0,600.0,32,472.0,124.0,536.0,165.0
0001997,800.0,600.0,32,394.0,374.0,438.0,426.0
0001997,800.0,600.0,32,706.0,418.0,739.0,465.0
0001997,800.0,600.0,32,160.0,208.0,219.0,249.0
0001997,800.0,600.0,32,205.0,315.0,258.0,359.0
0001997,800.0,600.0,15,202.0,428.0,257.0,481.0
0001997,800.0,600.0,16,254.0,444.0,281.0,491.0
0001997,800.0,600.0,6,590.0,448.0,637.0,517.0
0001997,800.0,600.0,36,500.0,288.0,545.0,308.0
0001998,800.0,600.0,35,148.0,222.0,191.0,295.0
0001998,800.0,600.0,35,232.0,69.0,287.0,120.0
0001999,800.0,600.0,24,230.0,276.0,275.0,322.0
0001999,800.0,600.0,16,459.0,500.0,499.0,547.0
0001999,800.0,600.0,13,298.0,219.0,364.0,290.0
0001999,800.0,600.0,13,322.0,128.0,375.0,216.0
0001999,800.0,600.0,8,260.0,124.0,285.0,152.0
0001999,800.0,600.0,32,510.0,112.0,562.0,146.0
0001999,800.0,600.0,32,570.0,0.0,606.0,22.0
0001999,800.0,600.0,15,514.0,277.0,575.0,334.0
0001999,800.0,600.0,32,763.0,226.0,790.0,272.0
0002014,800.0,600.0,16,134.0,138.0,175.0,190.0
0002014,800.0,600.0,5,116.0,246.0,166.0,297.0
0002014,800.0,600.0,5,158.0,279.0,199.0,326.0
0002014,800.0,600.0,13,151.0,306.0,202.0,375.0
0002014,800.0,600.0,32,107.0,366.0,157.0,396.0
0002014,800.0,600.0,16,107.0,405.0,141.0,437.0
0002014,800.0,600.0,32,315.0,397.0,365.0,441.0
0002014,800.0,600.0,32,361.0,390.0,412.0,430.0
0002014,800.0,600.0,32,240.0,311.0,273.0,359.0
0002014,800.0,600.0,16,276.0,327.0,314.0,365.0
0002014,800.0,600.0,5,399.0,297.0,446.0,342.0
0002014,800.0,600.0,32,253.0,224.0,309.0,252.0
0002014,800.0,600.0,28,208.0,143.0,251.0,196.0
0002014,800.0,600.0,36,270.0,122.0,288.0,157.0
0002014,800.0,600.0,16,510.0,23.0,551.0,60.0
0002014,800.0,600.0,5,560.0,69.0,588.0,123.0
0002014,800.0,600.0,32,483.0,467.0,537.0,499.0
0002014,800.0,600.0,8,406.0,487.0,437.0,519.0
0002014,800.0,600.0,8,573.0,381.0,601.0,404.0
0002014,800.0,600.0,5,574.0,143.0,623.0,209.0
0002014,800.0,600.0,32,698.0,167.0,742.0,200.0
0002014,800.0,600.0,32,733.0,232.0,774.0,267.0
0002014,800.0,600.0,32,738.0,360.0,775.0,399.0
0002014,800.0,600.0,36,535.0,439.0,568.0,465.0
0002014,800.0,600.0,32,325.0,183.0,344.0,212.0
0002014,800.0,600.0,36,86.0,277.0,102.0,308.0
0002018,800.0,600.0,13,188.0,48.0,250.0,114.0
0002018,800.0,600.0,16,233.0,135.0,263.0,178.0
0002018,800.0,600.0,15,258.0,325.0,324.0,395.0
0002018,800.0,600.0,32,273.0,450.0,319.0,495.0
0002018,800.0,600.0,32,389.0,12.0,429.0,62.0
0002018,800.0,600.0,32,484.0,57.0,514.0,104.0
0002020,800.0,600.0,14,128.0,216.0,143.0,232.0
0002020,800.0,600.0,14,213.0,113.0,221.0,134.0
0002020,800.0,600.0,6,216.0,462.0,264.0,516.0
0002020,800.0,600.0,14,154.0,172.0,161.0,188.0
0002027,800.0,600.0,6,292.0,124.0,340.0,169.0
0002027,800.0,600.0,6,350.0,109.0,404.0,166.0
0002028,800.0,600.0,6,132.0,187.0,168.0,228.0
0002030,800.0,600.0,6,118.0,83.0,169.0,132.0
0002036,800.0,600.0,6,195.0,182.0,231.0,232.0
0002036,800.0,600.0,8,147.0,181.0,184.0,214.0
0002038,800.0,600.0,8,193.0,62.0,222.0,92.0
0002038,800.0,600.0,8,183.0,121.0,211.0,146.0
0002038,800.0,600.0,8,188.0,461.0,217.0,483.0
0002040,800.0,600.0,24,76.0,114.0,121.0,158.0
0002042,800.0,600.0,6,254.0,98.0,313.0,150.0
0002042,800.0,600.0,6,279.0,24.0,351.0,69.0
0002042,800.0,600.0,6,319.0,36.0,359.0,96.0
0002046,800.0,600.0,34,438.0,147.0,504.0,242.0
0002046,800.0,600.0,7,226.0,110.0,267.0,151.0
0002046,800.0,600.0,7,187.0,127.0,236.0,154.0
0002047,800.0,600.0,13,295.0,123.0,356.0,195.0
0002047,800.0,600.0,35,163.0,175.0,199.0,233.0
0002048,800.0,600.0,16,183.0,355.0,240.0,404.0
0002051,800.0,600.0,32,291.0,468.0,322.0,528.0
0002052,800.0,600.0,16,212.0,48.0,270.0,89.0
0002052,800.0,600.0,13,188.0,109.0,258.0,187.0
0002053,800.0,600.0,13,319.0,117.0,390.0,190.0
0002053,800.0,600.0,8,189.0,66.0,229.0,109.0
0002054,800.0,600.0,13,237.0,98.0,299.0,169.0
0002056,800.0,600.0,32,503.0,94.0,553.0,130.0
0002056,800.0,600.0,5,658.0,204.0,694.0,261.0
0002062,800.0,600.0,16,237.0,25.0,269.0,68.0
0002062,800.0,600.0,14,73.0,322.0,83.0,338.0
0002062,800.0,600.0,7,107.0,405.0,133.0,452.0
0002064,800.0,600.0,35,395.0,196.0,448.0,243.0
0002064,800.0,600.0,8,147.0,180.0,183.0,216.0
0002065,800.0,600.0,6,103.0,166.0,150.0,219.0
0002065,800.0,600.0,7,80.0,193.0,115.0,222.0
0002065,800.0,600.0,6,138.0,220.0,188.0,262.0
0002065,800.0,600.0,7,129.0,266.0,164.0,284.0
0002065,800.0,600.0,6,91.0,271.0,133.0,316.0
0002065,800.0,600.0,6,134.0,277.0,176.0,330.0
0002065,800.0,600.0,6,159.0,403.0,210.0,440.0
0002068,800.0,600.0,14,225.0,33.0,233.0,46.0
0002068,800.0,600.0,14,197.0,70.0,211.0,85.0
0002069,800.0,600.0,14,254.0,43.0,273.0,50.0
0002069,800.0,600.0,14,235.0,45.0,252.0,53.0
0002069,800.0,600.0,14,286.0,19.0,305.0,29.0
0002069,800.0,600.0,7,119.0,93.0,148.0,126.0
0002069,800.0,600.0,13,120.0,177.0,174.0,241.0
0002069,800.0,600.0,14,43.0,395.0,60.0,415.0
0002069,800.0,600.0,14,72.0,397.0,89.0,405.0
0002069,800.0,600.0,32,655.0,13.0,687.0,51.0
0002069,800.0,600.0,32,670.0,49.0,715.0,88.0
0002069,800.0,600.0,36,725.0,113.0,750.0,144.0
0002070,800.0,600.0,6,240.0,518.0,263.0,559.0
0002071,800.0,600.0,25,181.0,228.0,253.0,293.0
0002074,800.0,600.0,8,230.0,112.0,258.0,145.0
0002074,800.0,600.0,8,287.0,115.0,304.0,145.0
0002074,800.0,600.0,36,197.0,158.0,225.0,186.0
0002074,800.0,600.0,36,161.0,170.0,193.0,184.0
0002074,800.0,600.0,36,145.0,158.0,171.0,188.0
0002074,800.0,600.0,36,189.0,188.0,213.0,216.0
0002074,800.0,600.0,8,143.0,244.0,175.0,269.0
0002074,800.0,600.0,8,144.0,230.0,174.0,246.0
0002074,800.0,600.0,36,124.0,247.0,138.0,278.0
0002074,800.0,600.0,36,102.0,240.0,123.0,263.0
0002074,800.0,600.0,36,227.0,297.0,246.0,331.0
0002074,800.0,600.0,5,101.0,270.0,146.0,324.0
0002074,800.0,600.0,32,71.0,285.0,101.0,334.0
0002074,800.0,600.0,32,112.0,316.0,155.0,365.0
0002074,800.0,600.0,8,190.0,311.0,217.0,343.0
0002074,800.0,600.0,8,164.0,351.0,180.0,382.0
0002074,800.0,600.0,8,144.0,364.0,171.0,396.0
0002074,800.0,600.0,8,108.0,361.0,137.0,385.0
0002074,800.0,600.0,36,166.0,424.0,185.0,458.0
0002074,800.0,600.0,8,284.0,554.0,314.0,579.0
0002074,800.0,600.0,8,346.0,530.0,373.0,557.0
0002074,800.0,600.0,8,304.0,543.0,335.0,559.0
0002074,800.0,600.0,8,339.0,555.0,366.0,577.0
0002074,800.0,600.0,8,384.0,547.0,406.0,565.0
0002074,800.0,600.0,8,444.0,525.0,480.0,554.0
0002074,800.0,600.0,8,416.0,498.0,430.0,523.0
0002074,800.0,600.0,5,395.0,403.0,455.0,446.0
0002074,800.0,600.0,25,345.0,449.0,407.0,501.0
0002074,800.0,600.0,36,329.0,477.0,346.0,511.0
0002074,800.0,600.0,8,302.0,375.0,333.0,406.0
0002074,800.0,600.0,36,340.0,328.0,381.0,342.0
0002074,800.0,600.0,36,304.0,257.0,334.0,280.0
0002074,800.0,600.0,32,279.0,183.0,334.0,219.0
0002074,800.0,600.0,32,338.0,133.0,398.0,161.0
0002074,800.0,600.0,36,311.0,110.0,332.0,147.0
0002074,800.0,600.0,8,386.0,19.0,429.0,45.0
0002074,800.0,600.0,8,411.0,45.0,434.0,75.0
0002074,800.0,600.0,32,436.0,25.0,467.0,66.0
0002074,800.0,600.0,8,275.0,14.0,298.0,32.0
0002074,800.0,600.0,36,367.0,417.0,395.0,453.0
0002074,800.0,600.0,8,479.0,526.0,510.0,550.0
0002074,800.0,600.0,8,492.0,462.0,531.0,496.0
0002074,800.0,600.0,8,534.0,427.0,562.0,455.0
0002074,800.0,600.0,36,526.0,387.0,558.0,411.0
0002074,800.0,600.0,5,527.0,332.0,580.0,373.0
0002074,800.0,600.0,8,504.0,353.0,525.0,385.0
0002074,800.0,600.0,36,531.0,314.0,566.0,334.0
0002074,800.0,600.0,36,476.0,301.0,505.0,331.0
0002074,800.0,600.0,32,437.0,280.0,474.0,330.0
0002074,800.0,600.0,32,474.0,249.0,521.0,275.0
0002074,800.0,600.0,36,519.0,225.0,561.0,254.0
0002074,800.0,600.0,8,640.0,143.0,672.0,174.0
0002074,800.0,600.0,32,605.0,150.0,654.0,185.0
0002074,800.0,600.0,32,566.0,173.0,613.0,207.0
0002074,800.0,600.0,32,617.0,211.0,649.0,267.0
0002074,800.0,600.0,32,646.0,226.0,689.0,264.0
0002074,800.0,600.0,25,656.0,258.0,710.0,300.0
0002074,800.0,600.0,32,642.0,309.0,681.0,358.0
0002074,800.0,600.0,7,621.0,420.0,661.0,454.0
0002074,800.0,600.0,13,592.0,478.0,645.0,536.0
0002074,800.0,600.0,8,694.0,346.0,724.0,373.0
0002074,800.0,600.0,8,726.0,280.0,757.0,308.0
0002074,800.0,600.0,8,717.0,183.0,749.0,211.0
0002074,800.0,600.0,8,672.0,170.0,696.0,192.0
0002074,800.0,600.0,8,623.0,286.0,659.0,313.0
0002074,800.0,600.0,8,550.0,284.0,586.0,310.0
0002074,800.0,600.0,8,493.0,278.0,526.0,302.0
0002074,800.0,600.0,8,184.0,421.0,206.0,443.0
0002076,800.0,600.0,16,261.0,157.0,327.0,211.0
0002076,800.0,600.0,8,137.0,215.0,167.0,247.0
0002083,800.0,600.0,34,199.0,171.0,267.0,283.0
0002083,800.0,600.0,36,246.0,66.0,279.0,93.0
0002083,800.0,600.0,36,209.0,52.0,245.0,67.0
0002083,800.0,600.0,36,219.0,123.0,246.0,155.0
0002083,800.0,600.0,36,196.0,137.0,219.0,164.0
